Year,Series,Ministry,Department,Value
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",9
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,24
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,9
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,2
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,0
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,19
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,14
2008,Original Budget,Ministry of Education & Training,Director General Directorate,378
2008,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,183
2008,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,13
2008,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",64
2008,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,0
2008,Original Budget,Ministry of Health,Department of Health,218
2008,Original Budget,Ministry of Internal Affairs,Department of Labour,0
2008,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,16
2008,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,16
2008,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,29
2008,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,56
2008,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,13
2008,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,1
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,4
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,3
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,5
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",11
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,0
2008,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,1
2008,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,34
2008,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,78
2009,Original Budget,Constitutional Agencies,Judiciary,0
2009,Original Budget,Constitutional Agencies,Public Prosecutor,0
2009,Original Budget,Constitutional Agencies,State Law Office,9
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,29
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,29
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,5
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,9
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,7
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,24
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,26
2009,Original Budget,Ministry of Education & Training,Director General Directorate,360
2009,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,250
2009,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,33
2009,Original Budget,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,711
2009,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,81
2009,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",23
2009,Original Budget,Ministry of Health,Department of Health,219
2009,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,291
2009,Original Budget,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,256
2009,Original Budget,Ministry of Internal Affairs,Civil Registry Office,4
2009,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,13
2009,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,16
2009,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,44
2009,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,4
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,3
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,36
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,20
2009,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,1
2009,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,4
2009,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,20
2010,Original Budget,Constitutional Agencies,Judiciary,1
2010,Original Budget,Constitutional Agencies,Public Service Commission,3
2010,Original Budget,Constitutional Agencies,State Law Office,20
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,0
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,-5
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,3
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,7
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,244
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,5
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,25
2010,Original Budget,Ministry of Education & Training,Director General Directorate,617
2010,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,486
2010,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,11
2010,Original Budget,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,247
2010,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,44
2010,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",11
2010,Original Budget,Ministry of Health,Department of Health,277
2010,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,536
2010,Original Budget,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,40
2010,Original Budget,Ministry of Internal Affairs,Civil Registry Office,8
2010,Original Budget,Ministry of Internal Affairs,Department of Immigration,10
2010,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,7
2010,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,44
2010,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,36
2010,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,14
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,42
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,11
2010,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,41
2010,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",1
2010,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,6
2011,Original Budget,Constitutional Agencies,Judiciary,4
2011,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,-1
2011,Original Budget,Constitutional Agencies,Public Prosecutor,6
2011,Original Budget,Constitutional Agencies,Public Service Commission,2
2011,Original Budget,Constitutional Agencies,Public Solicitor,7
2011,Original Budget,Constitutional Agencies,State Law Office,9
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,4
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,-1
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,5
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,23
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,4
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,17
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,20
2011,Original Budget,Ministry of Education & Training,Director General Directorate,529
2011,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,18
2011,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,277
2011,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,7
2011,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,54
2011,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,46
2011,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",1
2011,Original Budget,Ministry of Health,Department of Health,478
2011,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,7
2011,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,600
2011,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,402
2011,Original Budget,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,-12
2011,Original Budget,Ministry of Internal Affairs,Civil Registry Office,5
2011,Original Budget,Ministry of Internal Affairs,Department of Immigration,7
2011,Original Budget,Ministry of Internal Affairs,Department of Labour,0
2011,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,92
2011,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,8
2011,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,10
2011,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,30
2011,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,1
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,9
2011,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,10
2011,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,0
